No,Concept,Subcategory,ID,Tool-ID,Description,Table_name_1,Column_name_1,Table_name_2,Column_name_2,Achilles_P/S,Achilles analysis_id,삭제 Tool_ID,Description,Table_name_1,Column_name_1,Table_name_2,Column_name_2,Achilles_P/S,Achilles analysis_id,,,,,,,,,,,,
,,,,,,Drug_Exposure,route_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,dose_unit_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_type_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,operator_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,value_as_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,unit_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,range_low_operator_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,range_high_operator_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,priority_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Fact_Relationship,domain_concept_id_1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Fact_Relationship,domain_concept_id_2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Fact_Relationship,relationship_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,device_type_concept_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,DC1-14,s2-10,제외되는 환자 및 건수가 일치하는가 ?,Dev_person ,patno,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_Proider,provider_id,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_mapped,ordcode,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_death,patno,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_diagnosis ,patno,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,date_error,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,birth_error,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,birth_error,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,birth_error,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,birth_error,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,birth_error,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,birth_error,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,birth_error,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,birth_error,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_siteinfo ,vld_gb,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_payer,birth_error,,,,,,,,,,,,,,,,,,,,,,,,
,,Conditional Completeness,DC2-1,s2-9,생성된 Meta 테이블의 로우수는 최소기준을 만족해야 함 ,Dev_person ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_Proider,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_mapped,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_death,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_diagnosis ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_period,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_siteinfo ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_payer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DC2-2,s2-26,적재된 데이터의 수는 Threshhold value 이상이어야 함 ,Dev_diagnosis ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_period,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_payer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DC2-3,s2-59,각 테이블 별 레코드 수는 환자의 특정 Thresh hold value값 이상이 되어야 함  ,Dev_person ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_Proider,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_death,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_diagnosis ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_period,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_payer,,,,,,,,,,,,,,,,,,,,,,,,,
,Plausibility,Temporal,DP1-1,CA-008,"identifies specific dates with excessively high number of facts, which are characterized by peaks in the data",Condition_Occurrence,condition_start_date,,,,,3,WARNING: death distributions where max should not be positive,death,death_date,condition_occurrence,condition_start_date,Parallel,511,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_start_date,,,,,,,death,death_date,drug_exposure,drug_exposure_start_date,,512,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_start_date,,,,,,,death,death_date,visit_occurrence,visit_start_date,,513,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,procedure_date,,,,,,,death,death_date,procedure_occurrence,procedure_date,,514,,,,,,,,,,,,
,,,,,,Observation,observation_date,,,,,,,death,death_date,obsetvation,observation_date,,515,,,,,,,,,,,,
,,,,,,Death,death_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_order_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_result_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,39,Too high Born to Deceased Ratio in some years,,,,,Serial,,,,,,,,,,,,,
,,,,s2-39,지나치게 많은 데이터를 가지고 있는 특정날 혹은 달의 데이터 ,Dev_diagnosis ,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,orddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,collect_dt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,orddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,frm_dt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,frm_dt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,visit_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,s2-40,지나치게 적은 데이터를 가지고 있는 날의 데이터 ,Dev_diagnosis ,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,orddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,collect_dt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,orddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,frm_dt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,frm_dt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,visit_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,DP1-2,CA-009,"identifies sudden shift in distribution of facts, changes occur on a specific date but are sustained over time",Death,death_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,procedure_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,observation_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_order_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_result_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,DP1-3,1,"check for non-zero counts from checks of improper data (invalid ids, out-of-bound data, inconsistent dates)",person,person_id,observation_period,observation_period_start_date,Parallel,114,CA-016,identifies records where the start date is greater than end date,,,,,,,s2-31,시작날짜는 종료날짜보다 미래일 수 없음  ,,,,,,,,,,
,,,,,,observation_period,person_id,,,,115,,,,,,,,,,,,,,,,,,,,
,,,,,,visit_occurrence,person_id,observation_period,person_id,,208,,,,,,,,,,,,,,,,,,,,
,,,,,,visit_occurrence,person_id,,,,209,,,Visit_Occurrence,visit_start_date,,,,,,,,,,,,,,,,
,,,,,,condition_occurrence,person_id,observation_period,person_id,,410,,,,,,,,,,,,,,,,,,,,
,,,,,,condition_occurrence,person_id,,,,411,,,Condition_Occurrence,condition_start_date,,,,,,,,,,,,,,,,
,,,,,,procedure_occurrence,person_id,observation_period,person_id,,610,,,,,,,,,,,Dev_procedure,meddate,,,,,,,,
,,,,,,drug_exposure,person_id,observation_period,person_id,,710,,,,,,,,,,,,,,,,,,,,
,,,,,,drug_exposure,person_id,,,,711,,,Drug_exposure,drug_exposure_start_date,,,,,,,Dev_drug,meddate,,,,,,,,
,,,,,,observation,person_id,observation_period,person_id,,810,,,,,,,,,,,Dev_observation,frm_dt,,,,,,,,
,,,,,,drug_era,person_id,observation_period,person_id,,909,,,,,,,,,,,,,,,,,,,,
,,,,,,drug_era,person_id,,,,910,,,,,,,,,,,,,,,,,,,,
,,,,,,condition_era,person_id,observation_period,person_id,,1009,,,,,,,,,,,,,,,,,,,,
,,,,,,condition_era,person_id,,,,1010,,,,,,,,,,,,,,,,,,,,
,,,,,,payer_plan_period,person_id,,,,1415,,,,,,,,,,,Dev_payer,meddate,,,,,,,,
,,,,,,cohort,subject_id,,,,1701,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Parallel_2,1900,,,,,,,,,,,,,,,,,,,,
,,,,s2-31,시작날짜는 종료날짜보다 미래일 수 없음  ,Dev_payer,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_mapped,vld_stdt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_diagnosis ,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,visit_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,frm_dt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_siteinfo ,open_dt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,collect_dt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,DP1-4,CA-004,identifies the number of facts that occur after death,Visit_Occurrence,visit_start_date,,,,,s2-38,사망 이후 데이터는 존재 할 수 없음 ,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,procedure_date,,,,,,,Dev_procedure,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_date,,,,,,,Dev_measurement,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,distributions where min should not be negative,person,"person_id, year_of_birth",observation_period,observation_period_start_date,,103,,,Dev_person ,,,,,,,,,,,,,,,,,
,,,,,,observation_period,start_date,observation_period,end_date,,105,,,,,,,,,,,,,,,,,,,,
,,,,,,person,,visit_occurrence,,,206,,,,,,,,,,,,,,,,,,,,
,,,,,,person,,condition_occurrence,,,406,,,,,,,,,,,,,,,,,,,,
,,,,,,person,,death,,,506,,,,,,,,,,,,,,,,,,,,
,,,,,,person,,procedure_concept_id,,,606,,,,,,,,,,,,,,,,,,,,
,,,,,,person,,drug_exposure,,,706,,,,,,,,,,,,,,,,,,,,
,,,,,,drug_exposure,drug_concept_id,drug_exposure,days_supply,,715,,,Dev_drug,,,,,,,,,,,,,,,,,
,,,,,,drug_exposure,drug_concept_id,drug_exposure,count_value,,716,,,,,,,,,,,,,,,,,,,,
,,,,,,drug_exposure,drug_concept_id,drug_exposure,quantity,,717,,,,,,,,,,,,,,,,,,,,
,,,,,,person,,observation_period,,,806,,,,,,,,,,,,,,,,,,,,
,,,,,,person,,drug_era,,,906,,,,,,,,,,,,,,,,,,,,
,,,,,,drug_era,,,,,907,,,,,,,,,,,,,,,,,,,,
,,,,,,person,,condition_era,,,1006,,,,,,,,,,,,,,,,,,,,
,,,,,,condition_era,,,,,1007,,,,,,,,,,,,,,,,,,,,
,,,,40,Death event outside observation period,death,person_id,observation_period,person_id,Serial,510,,,,,,,,,,,,,,,,,,,,
,,,,s2-38,사망 이후 데이터는 존재 할 수 없음 ,Dev_diagnosis ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DP1-5,18,year of birth in the future,person,year_of_borth,person,person_id,Parallel,3,s2-57,출생년도는 미래 일 수 없음 ,Dev_person ,,,,,,,,,,,,,,,,,
,,,,,,procedure_occurrence,procedure_concept_id,procedure_occurrence,person_id,Parallel_2,601,,,,,,,,,,,,,,,,,,,,
,,,DP1-6,19,WARNING: year of birth < 1800,person,year_of_birth,person,person_id,Parallel,3,CA-002,identifies dates that occur impossibly far in the past,Person,year_of_birth,,,,,,,,,,,,,,,,
,,,,,,note,note_type_concept_id,note,person_id,Parallel_2,2201,,,,,,,,,,,,,,,,,,,,
,,,,CA-002,identifies dates that occur impossibly far in the past,Death,death_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Provider,year_of_birth,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,procedure_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,observation_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation_Period,observation_period_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation_Period,observation_period_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_order_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_order_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_result_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,DP1-7,36,age too high2,person,person_id,observation_period,observation_period_start_date,,101,s2-36,미래 데이터는 존재 할 수 없음 ,,,,,,,,,,,,,,,,,,
,,,DP1-8,CA-001,identifies number of records that occurs after today's date,Death,death_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_start_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visit_Occurrence,visit_end_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_start_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Condition_Occurrence,condition_end_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,procedure_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Observation,observation_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_start_datetime,,,,,,,Dev_drug,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_end_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drug_Exposure,drug_exposure_order_datetime,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_date,,,,,,,Dev_measurement,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_order_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Measurement,measurement_result_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,device_exposure_start_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Device_Exposure,device_exposure_end_date,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Person,time_of_birth,,,,,,,,,,,,,,,,,,,,,,,,
,,,,s2-36,미래 데이터는 존재 할 수 없음 ,Dev_diagnosis ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DP1-9,s2-32,처방날짜는 진단날짜 이후여야 함 ,Dev_procedure,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,meddate,examdt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,med_time,frm_dt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,med_time,frm_dt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,,
,,,DP1-10,s2-33,진단날짜는 방문일시와 같거나 뒤여야함 ,Dev_diagnosis ,visitdate,visit_time,meddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,visitdate,visit_time,meddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,visitdate,visit_time,meddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,visitdate,visit_time,meddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,visitdate,visit_time,meddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,visitdate,visit_time,med_time,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,visitdate,visit_time,med_time,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,visitdate,visit_time,meddate,,,,,,,,,,,,,,,,,,,,,,
,,,DP1-11,s2-34,입원기간 중 발생한 기록은 기간안에 있어야함 ,Dev_diagnosis ,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,orddate,procedure_dt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,orddate,execpldt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,collect_dt,spcdate,orddate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,orddate,examdt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,frm_dt,med_date,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,frm_dt,med_date,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,orddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,,
,,,DP1-12,s2-35,운영기간 이전의 데이터는 존재 할 수 없음  ,Dev_diagnosis ,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,meddate,orddate,procedure_dt,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,orddate,execpldt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,collect_dt,spcdate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,orddate,examdt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,frm_dt,med_date,med_time,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,frm_dt,med_date,med_time,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,visit_date,visit_time,dsch_date,dsch_time,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,meddate,ordate,calm_ymd,,,,,,,,,,,,,,,,,,,,,,
,,,DP1-13,s2-41,관찰기간 이외의 데이터가 존재하는가?,Dev_diagnosis ,meddate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,meddate,orddate,procedure_dt,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,orddate,execpldt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,collect_dt,spcdate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,orddate,examdt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,frm_dt,med_date,med_time,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,frm_dt,med_date,med_time,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,visit_date,visit_time,dsch_date,dsch_time,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,meddate,ordate,calm_ymd,,,,,,,,,,,,,,,,,,,,,,
,,,DP1-14,s2-28,데이터의 비율이 다른해와 다름 ,Dev_death,patno,diedate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_diagnosis ,patno,meddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_visitdeatil,patno,meddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_procedure,patno,orddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_device,patno,orddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_specimen,patno,orddate,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_measurement,patno,orddate,examdt,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_clinicanote,ptnt_no,med_time,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_observation,ptnt_no,med_time,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_cost ,patno,meddate,calm_ymd,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dev_drug,patno,meddate,orddate,,,,,,,,,,,,,,,,,,,,,,
,,,DP2-1,CA-005,identifies the percentage difference between number of records between two cycles,Condition_Occurrence,N/A,,,,,22,WARNING: monthly change > 100%,condition_occurrence,person_id,condition_occurrence,condition_start_date,,420,,,,,,,,,,,,
,,,,,,Procedure_Occurrence,N/A,,,,,,,procedure_occurrence,person_id,procedure_occurrence,procedure_date,,620,,,,,,,,,,,,
,,,,,,Drug_Exposure,N/A,,,,,,,drug_exposure,person_id,drug_exposure,drug_exposure_start_date,,720,,,,,,,,,,,,
,,,,,,Observation,N/A,,,,,,,observation,person_id,observation,observation_date,,820,,,,,,,,,,,,
,,,,,,Person,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Death,N/A,,,,,,,,,,,,,,,,,,,,,,,,
