stage ,Check_id,check_desc,stratum1,stratum2,stratum3,stratum4,stratum5,ºñ°í,dq_category,dq_subcategory,dq_severity,origin_tool,comment,,
CDM,32 ,identifies concepts that are not in the correct classes,Provider,gender_concept_id,,,,,Conformance,Value,,DQ tool kit,,,
CDM,32 ,identifies concepts that are not in the correct classes,Visit_Occurrence,visit_concept_id,,,,,Conformance,Value,,DQ tool kit,,,
CDM,33 ,implausible numerical values,device_exposure,,,,,,Plausibility,Atemporal,,DQ tool kit,,,
CDM,33 ,implausible numerical values,drug_exposure,,,,,,Plausibility,Atemporal,,DQ tool kit,,,
CDM,33 ,implausible numerical values,location,,,,,,Plausibility,Atemporal,,DQ tool kit,,,
CDM,33 ,implausible numerical values,measurement,,,,,,Plausibility,Atemporal,,DQ tool kit,,,
CDM,33 ,implausible numerical values,observation,,,,,,Plausibility,Atemporal,,DQ tool kit,,,
CDM,33 ,implausible numerical values,person,,,,,,Plausibility,Atemporal,,DQ tool kit,,,
CDM,33 ,implausible numerical values,procedure_occurrence,,,,,,Plausibility,Atemporal,,DQ tool kit,,,
CDM,33 ,implausible numerical values,provider,,,,,,Plausibility,Atemporal,,DQ tool kit,,,
META ,34 ,implausible numerical values,Dev_device,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,34 ,implausible numerical values,Dev_Drug,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,34 ,implausible numerical values,dev_location,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,34 ,implausible numerical values,Dev_Measurement ,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,34 ,implausible numerical values,Dev_Observation,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,34 ,implausible numerical values,Dev_Procedure,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,34 ,implausible numerical values,dev_provider,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,34 ,implausible numerical values,Dev_Specimen ,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,35 ,too high days supply,drug_exposure,,,,,> 180days,Plausibility,Atemporal,,Achilles,,,
META ,36 ,too high days supply,dev_drug,,,,,> 180days,Plausibility,Atemporal,,DQUEEN,,,
CDM,37 ,too high number of refils,drug_exposure,,,,,> 10 refiles,Plausibility,Atemporal,,Achilles,,,
CDM,38 ,implausible quantity for drug,drug_exposure,,,,,quantity > 600,Plausibility,Atemporal,,Achilles,,,
CDM,39 ,Too high number of quantity ,device_exposure,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,39 ,Too high number of quantity ,procedure_occurrence,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,39 ,Too high number of quantity ,specimen,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,40 ,implausible quantity for drug,dev_drug,,,,,quantity > 600,Plausibility,Atemporal,,DQUEEN,,,
META ,41 ,Too high number of quantity ,dev_device,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,41 ,Too high number of quantity ,dev_procedure,,,,,,Plausibility,Atemporal,,DQUEEN,,,
META ,41 ,Too high number of quantity ,dev_specimen ,,,,,,Plausibility,Atemporal,,DQUEEN,,,
CDM,42 ,value set violation (datetime),care_site,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),condition_era,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),condition_occurrence,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),cost,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),death,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),device_exposure,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),dose_era,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),drug_era,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),drug_exposure,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),location,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),measurement,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),metadata,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),note,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),note_nlp,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),observation,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),observation_period,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),payer_plan_period,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),person,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),procedure_occurrence,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),provider,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),specimen,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),visit_detail,,,,,,conformance,value,,DQUEEN,,,
CDM,42 ,value set violation (datetime),visit_occurrence,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_clinicalnote,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_cost,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_Death,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_device,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_Diagnosis,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_Drug,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_Measurement ,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_Observation,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_payer,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_period,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_Person,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_Procedure,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_siteinfo,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_Specimen ,,,,,,conformance,value,,DQUEEN,,,
META ,43 ,value set violation (datetime),Dev_Visit,,,,,,conformance,value,,DQUEEN,,,
CDM,44 ,value set violation,care_site ,,,,,,conformance,value,,DQ tool kit,,,
CDM,44 ,value set violation,location ,,,,,,conformance,value,,DQ tool kit,,,
CDM,44 ,value set violation,person,,,,,,conformance,value,,DQ tool kit,,,
META ,45 ,value set violation,dev_location,,,,,,conformance,value,,DQUEEN,,,
META ,45 ,value set violation,dev_person,,,,,,conformance,value,,DQUEEN,,,
CDM,46 ,out of range data ,measurement,,,,,,plausibility,Atemporal,,Dqe-c,,,
META ,47 ,out of range data ,dev_measurement ,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),attribute_definition,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),care_site,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),cdm_source,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),cohort,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),cohort_attribute,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),cohort_definition,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),concept,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),concept_ancestor,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),concept_class,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),concept_relationship,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),concept_synonym,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),condition_era,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),condition_occurrence,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),cost,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),death,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),device_exposure,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),domain,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),dose_era,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),drug_era,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),drug_exposure,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),drug_strength,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),fact_relationship,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),location,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),measurement,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),metadata,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),note,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),note_nlp,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),observation,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),observation_period,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),payer_plan_period,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),person,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),procedure_occurrence,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),provider,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),relationship,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),source_to_concept_map,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),specimen,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),visit_detail,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),visit_occurrence,,,,,,completeness,,,Dqe-c,,,
CDM,48 ,Confirm the pre-defined table presence (visualization),vocabulary,,,,,,completeness,,,Dqe-c,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_clinicalnote,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_cost,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_Death,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_device,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_Diagnosis,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_Drug,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_mapped,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_Measurement ,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_Observation,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_payer,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_period,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_Person,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_Procedure,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_provider,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_siteinfo,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),Dev_Visit,,,,,,completeness,,,DQUEEN,,,
META ,49 ,Confirm the pre-defined table presence (visualization),patient number should be not null ,,,,,,completeness,,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_clinicalnote,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_cost,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_Death,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_device,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_Diagnosis,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_Drug,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_mapped,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_Measurement ,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_Observation,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_payer,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_period,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_Person,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_Procedure,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_provider,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_siteinfo,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_Specimen ,,,,,,completeness,condiional ,,DQUEEN,,,
META ,50 ,patient number should be not null (visualized),Dev_Visit,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),condition_era,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),condition_occurrence,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),death,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),device_exposure,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),dose_era,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),drug_era,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),drug_exposure,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),measurement,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),note,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),observation,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),observation_period,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),payer_plan_period,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),person,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),procedure_occurrence,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),specimen,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),visit_detail,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,51 ,person_ID should be not null (visualized),visit_occurrence,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,condition_era,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,condition_occurrence,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,death,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,device_exposure,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,dose_era,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,drug_era,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,drug_exposure,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,measurement,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,note,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,observation,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,observation_period,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,payer_plan_period,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,person,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,procedure_occurrence,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,specimen,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,visit_detail,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,52 ,date value should be not null ,visit_occurrence,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_clinicalnote,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_cost,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_Death,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_device,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_Diagnosis,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_Drug,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_mapped,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_Measurement ,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_Observation,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_payer,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_period,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_Person,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_Procedure,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_provider,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_siteinfo,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_Specimen ,,,,,,completeness,condiional ,,DQUEEN,,,
META ,53 ,date value should be not null ,Dev_Visit,,,,,,completeness,condiional ,,DQUEEN,,,
META ,54 ,prescribe could not occurred without ordcode ,Dev_cost,,,,,,completeness,condiional ,,DQUEEN,,,
META ,54 ,prescribe could not occurred without ordcode ,Dev_device,,,,,,completeness,condiional ,,DQUEEN,,,
META ,54 ,prescribe could not occurred without ordcode ,Dev_Drug,,,,,,completeness,condiional ,,DQUEEN,,,
META ,54 ,prescribe could not occurred without ordcode ,Dev_Measurement ,,,,,,completeness,condiional ,,DQUEEN,,,
META ,54 ,prescribe could not occurred without ordcode ,Dev_Observation,,,,,,completeness,condiional ,,DQUEEN,,,
META ,54 ,prescribe could not occurred without ordcode ,Dev_Procedure,,,,,,completeness,condiional ,,DQUEEN,,,
META ,54 ,prescribe could not occurred without ordcode ,Dev_Specimen ,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,55 ,prescribe could not occurred without source_value,cost,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,55 ,prescribe could not occurred without source_value,devcie_exposure,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,55 ,prescribe could not occurred without source_value,drug_exposure,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,55 ,prescribe could not occurred without source_value,measurement,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,55 ,prescribe could not occurred without source_value,observation,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,55 ,prescribe could not occurred without source_value,procedure_occurrence,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,55 ,prescribe could not occurred without source_value,specimen,,,,,,completeness,condiional ,,DQUEEN,,,
META ,56 ,prescribe could not occurred without provider,Dev_cost,,,,,,completeness,condiional ,,DQUEEN,,,
META ,56 ,prescribe could not occurred without provider,Dev_device,,,,,,completeness,condiional ,,DQUEEN,,,
META ,56 ,prescribe could not occurred without provider,Dev_Drug,,,,,,completeness,condiional ,,DQUEEN,,,
META ,56 ,prescribe could not occurred without provider,Dev_Measurement ,,,,,,completeness,condiional ,,DQUEEN,,,
META ,56 ,prescribe could not occurred without provider,Dev_Observation,,,,,,completeness,condiional ,,DQUEEN,,,
META ,56 ,prescribe could not occurred without provider,Dev_Procedure,,,,,,completeness,condiional ,,DQUEEN,,,
META ,56 ,prescribe could not occurred without provider,Dev_Specimen ,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,57 ,prescribe could not occurred without provider,cost,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,57 ,prescribe could not occurred without provider,devcie_exposure,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,57 ,prescribe could not occurred without provider,drug_exposure,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,57 ,prescribe could not occurred without provider,measurement,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,57 ,prescribe could not occurred without provider,observation,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,57 ,prescribe could not occurred without provider,procedure_occurrence,,,,,,completeness,condiional ,,DQUEEN,,,
CDM,57 ,prescribe could not occurred without provider,specimen,,,,,,completeness,condiional ,,DQUEEN,,,
META ,58 ,the immediate cause of death could not be null in death certification ,dev_death,,,,,,conformance,vale,,DQUEEN,,,
META ,59 ,non-medical department should not be prescribed ,dev_device,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,59 ,non-medical department should not be prescribed ,dev_drug,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,59 ,non-medical department should not be prescribed ,dev_measurement,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,59 ,non-medical department should not be prescribed ,dev_procedure,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,60 ,non-medical department should not be prescribed ,device_exposure,care_site,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,60 ,non-medical department should not be prescribed ,drug_exposure,care_site,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,60 ,non-medical department should not be prescribed ,measurement,care_site,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,60 ,non-medical department should not be prescribed ,procedure_occurrence,care_site,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,61 ,only doctor could be diagnosis ,condition_occurrence,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,62 ,only doctor could be diagnosis ,dev_diagnosis,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,63 ,record occur that except the doctor and nurse,dev_cost,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,63 ,record occur that except the doctor and nurse,dev_device,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,63 ,record occur that except the doctor and nurse,dev_drug,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,63 ,record occur that except the doctor and nurse,dev_measurement,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,63 ,record occur that except the doctor and nurse,dev_procedure,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,64 ,record occur that except the doctor and nurse,device_exposure,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,64 ,record occur that except the doctor and nurse,drug_exposure,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,64 ,record occur that except the doctor and nurse,measurement,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,64 ,record occur that except the doctor and nurse,procedure_occurrence,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,65 ,order of provider ratio with DR:Nurse (DR is high),dev_cost,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,65 ,order of provider ratio with DR:Nurse (DR is high),dev_device,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,65 ,order of provider ratio with DR:Nurse (DR is high),dev_drug,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,65 ,order of provider ratio with DR:Nurse (DR is high),dev_measurement,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,65 ,order of provider ratio with DR:Nurse (DR is high),dev_procedure,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,66 ,order of provider ratio with DR:Nurse (DR is high),device_exposure,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,66 ,order of provider ratio with DR:Nurse (DR is high),drug_exposure,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,66 ,order of provider ratio with DR:Nurse (DR is high),measurement,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,66 ,order of provider ratio with DR:Nurse (DR is high),procedure_occurrence,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,67 ,original order is higher ratio better than dc or prn ,dev_device,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,67 ,original order is higher ratio better than dc or prn ,dev_drug,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,67 ,original order is higher ratio better than dc or prn ,dev_measurement,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,67 ,original order is higher ratio better than dc or prn ,dev_procedure,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,68 ,identification birthdate with idnumber ,dev_person,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,68 ,identification birthdate with idnumber ,Dev_provider,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,69 ,if drug type is not a discharge drug that could not record over 1days ,drug_exposure,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,70 ,if drug type is not a discharge drug that could not record over 1days ,dev_drug,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,71 ,inpatients should be have definite diagnosis,dev_diagnosis,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,72 ,inpatients should be have definite diagnosis,condition_occurrence,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,73 ,inpatients should not be staty over 180 days ,dev_diagnosis,,,,,,plausibility,Atemporal,,DQUEEN,,,
META ,74 ,inpatients should not be staty over 180 days ,condition_occurrence,,,,,,plausibility,Atemporal,,DQUEEN,,,
CDM,75 ,invalid person_id distribution check (fk),condition_era,,,,,,conformance,relation,,DQUEEN,,,
CDM,75 ,invalid person_id distribution check (fk),condition_occurrence,,,,,,conformance,relation,,DQUEEN,,,
CDM,75 ,invalid person_id distribution check (fk),death,,,,,,conformance,relation,,DQUEEN,,,
CDM,75 ,invalid person_id distribution check (fk),device_exposure,,,,,,conformance,relation,,DQUEEN,,,
